ID_Livro,Titulo,Numero_Paginas,Data_Aquisicao,Categoria,Valor_Aquisicao,Exemplares_Disponiveis,Biblioteca,Exemplares_Emprestados,Idioma,Renovacoes_Realizadas
899,A Hora da Estrela #899,784,2017-06-17,Fantasia,149.97,10,SP,10,Português,7
900,O Código Da Vinci #900,250,2017-06-18,Suspense,117.95,5,MG,10,Francês,7
901,Moby Dick #901,931,2017-06-19,Terror,79.86,9,SP,3,Português,8
902,Capitães da Areia #902,473,2017-06-20,Fantasia,129.23,2,ES,2,Espanhol,0
903,Cem Anos de Solidão #903,1178,2017-06-21,Ficção,82.03,10,ES,12,Português,1
904,Capitães da Areia #904,1185,2017-06-22,Ficção Científica,138.86,9,MG,12,Inglês,6
905,Drácula #905,986,2017-06-23,Suspense,134.26,8,SP,7,Francês,3
906,O Código Da Vinci #906,315,2017-06-24,Terror,89.48,8,ES,6,Português,5
907,Dom Casmurro #907,480,2017-06-25,Fantasia,140.02,1,ES,9,Inglês,5
908,A Hora da Estrela #908,80,2017-06-26,Ficção,99.73,5,SP,2,Espanhol,6
909,O Pequeno Príncipe #909,1028,2017-06-27,Terror,61.52,5,MG,1,Francês,8
910,Capitães da Areia #910,340,2017-06-28,Realismo Mágico,78.94,4,RJ,2,Espanhol,5
911,Orgulho e Preconceito #911,797,2017-06-29,Ficção,46.94,1,MG,8,Inglês,1
912,O Alquimista #912,369,2017-06-30,Clássico,70.84,2,MG,7,Francês,5
913,It - A Coisa #913,254,2017-07-01,Fantasia,137.75,10,RJ,12,Espanhol,5
914,Moby Dick #914,699,2017-07-02,Clássico,127.61,9,MG,11,Francês,4
915,It - A Coisa #915,912,2017-07-03,Romance,34.48,4,MG,10,Português,0
916,Capitães da Areia #916,1081,2017-07-04,Fantasia,147.68,5,ES,10,Inglês,3
917,A Hora da Estrela #917,327,2017-07-05,Terror,103.27,4,SP,3,Inglês,7
918,Drácula #918,789,2017-07-06,Suspense,39.11,7,RJ,5,Português,4
919,Neuromancer #919,142,2017-07-07,Ficção Científica,34.51,8,MG,1,Inglês,3
920,O Senhor dos Anéis #920,385,2017-07-08,Terror,102.2,7,SP,8,Inglês,3
921,O Pequeno Príncipe #921,115,2017-07-09,Romance,31.67,8,SP,0,Inglês,2
922,Dom Casmurro #922,1127,2017-07-10,Suspense,108.05,7,MG,2,Francês,6
923,O Alquimista #923,324,2017-07-11,Realismo Mágico,91.56,6,RJ,11,Francês,7
924,O Senhor dos Anéis #924,487,2017-07-12,Romance,115.99,10,SP,1,Espanhol,8
925,1984 #925,556,2017-07-13,Ficção Científica,72.01,9,RJ,7,Espanhol,3
926,Ensaio Sobre a Cegueira #926,688,2017-07-14,Fantasia,65.91,4,RJ,6,Espanhol,7
927,Grande Sertão: Veredas #927,787,2017-07-15,Infantil,149.28,1,SP,2,Francês,4
928,A Revolução dos Bichos #928,224,2017-07-16,Clássico,35.12,8,RJ,2,Francês,3
929,It - A Coisa #929,797,2017-07-17,Terror,45.15,5,MG,6,Português,3
930,O Pequeno Príncipe #930,249,2017-07-18,Suspense,69.85,10,ES,10,Espanhol,3
931,Moby Dick #931,772,2017-07-19,Ficção,55.29,10,SP,8,Espanhol,4
932,O Senhor dos Anéis #932,766,2017-07-20,Romance,120.07,5,ES,7,Português,4
933,It - A Coisa #933,808,2017-07-21,Distopia,138.33,9,RJ,8,Espanhol,7
934,O Pequeno Príncipe #934,404,2017-07-22,Distopia,57.92,6,SP,0,Espanhol,7
935,Grande Sertão: Veredas #935,1043,2017-07-23,Distopia,139.15,7,ES,9,Português,8
936,O Alquimista #936,451,2017-07-24,Distopia,72.49,9,MG,7,Espanhol,3
937,Drácula #937,981,2017-07-25,Terror,60.89,10,MG,9,Francês,7
938,O Senhor dos Anéis #938,125,2017-07-26,Romance,42.85,10,MG,5,Inglês,8
939,O Código Da Vinci #939,600,2017-07-27,Realismo Mágico,112.46,2,SP,2,Francês,8
940,Moby Dick #940,1045,2017-07-28,Infantil,114.53,8,MG,3,Português,2
941,Drácula #941,753,2017-07-29,Terror,77.84,10,RJ,2,Francês,8
942,Moby Dick #942,529,2017-07-30,Distopia,136.76,4,ES,10,Espanhol,0
943,Ensaio Sobre a Cegueira #943,600,2017-07-31,Infantil,141.87,8,ES,11,Espanhol,7
944,Grande Sertão: Veredas #944,1131,2017-08-01,Ficção Científica,95.11,8,ES,4,Inglês,8
945,Dom Casmurro #945,286,2017-08-02,Terror,81.46,4,SP,6,Inglês,7
946,O Senhor dos Anéis #946,391,2017-08-03,Ficção,98.42,9,MG,8,Inglês,8
947,Capitães da Areia #947,142,2017-08-04,Ficção,97.65,3,MG,0,Inglês,3
948,Harry Potter #948,647,2017-08-05,Distopia,107.21,2,MG,11,Espanhol,8
949,Cem Anos de Solidão #949,262,2017-08-06,Ficção,85.93,3,MG,6,Espanhol,6
950,Dom Casmurro #950,907,2017-08-07,Ficção,118.44,7,RJ,10,Português,2
951,Dom Casmurro #951,640,2017-08-08,Clássico,46.56,5,ES,4,Espanhol,3
952,O Alquimista #952,311,2017-08-09,Ficção Científica,26.29,4,MG,11,Espanhol,0
953,O Hobbit #953,1177,2017-08-10,Clássico,71.43,3,ES,1,Espanhol,6
954,1984 #954,1002,2017-08-11,Romance,71.25,3,MG,8,Espanhol,6
955,O Hobbit #955,655,2017-08-12,Ficção Científica,22.6,4,MG,1,Inglês,0
956,A Revolução dos Bichos #956,1054,2017-08-13,Ficção,61.45,3,MG,3,Inglês,5
957,Dom Casmurro #957,510,2017-08-14,Clássico,74.14,2,SP,8,Inglês,5
958,A Revolução dos Bichos #958,962,2017-08-15,Clássico,96.49,8,RJ,12,Inglês,5
959,Neuromancer #959,1048,2017-08-16,Romance,31.44,9,RJ,8,Português,8
960,O Hobbit #960,974,2017-08-17,Suspense,69.79,6,RJ,5,Espanhol,1
961,Grande Sertão: Veredas #961,802,2017-08-18,Terror,21.02,6,RJ,7,Inglês,0
962,Neuromancer #962,106,2017-08-19,Fantasia,90.35,5,RJ,0,Francês,4
963,Moby Dick #963,1008,2017-08-20,Terror,128.29,5,RJ,11,Espanhol,7
964,Cem Anos de Solidão #964,262,2017-08-21,Ficção,67.31,8,SP,12,Inglês,5
965,1984 #965,675,2017-08-22,Distopia,45.66,8,SP,4,Português,4
966,Harry Potter #966,1011,2017-08-23,Romance,78.66,4,MG,3,Francês,2
967,Orgulho e Preconceito #967,366,2017-08-24,Distopia,29.08,1,RJ,0,Espanhol,0
968,1984 #968,637,2017-08-25,Clássico,32.73,1,MG,6,Francês,2
969,O Hobbit #969,172,2017-08-26,Distopia,93.92,8,ES,11,Português,4
970,Orgulho e Preconceito #970,916,2017-08-27,Infantil,83.66,8,MG,3,Inglês,8
971,Harry Potter #971,984,2017-08-28,Realismo Mágico,98.54,9,RJ,11,Inglês,0
972,A Revolução dos Bichos #972,979,2017-08-29,Ficção,130.3,1,MG,10,Espanhol,4
973,Grande Sertão: Veredas #973,520,2017-08-30,Romance,23.34,5,SP,9,Português,7
974,Grande Sertão: Veredas #974,885,2017-08-31,Fantasia,120.11,3,MG,4,Inglês,0
975,Capitães da Areia #975,776,2017-09-01,Ficção,146.01,9,MG,9,Espanhol,4
976,O Pequeno Príncipe #976,680,2017-09-02,Romance,72.66,9,RJ,1,Espanhol,3
977,Grande Sertão: Veredas #977,928,2017-09-03,Infantil,117.86,10,ES,8,Francês,3
978,It - A Coisa #978,541,2017-09-04,Terror,73.16,10,MG,10,Francês,1
979,Grande Sertão: Veredas #979,673,2017-09-05,Infantil,22.41,9,SP,4,Inglês,7
980,Cem Anos de Solidão #980,188,2017-09-06,Ficção Científica,147.26,5,SP,8,Francês,2
981,Capitães da Areia #981,177,2017-09-07,Realismo Mágico,96.36,1,ES,10,Francês,4
982,O Código Da Vinci #982,309,2017-09-08,Realismo Mágico,49.77,2,ES,6,Português,4
983,O Alquimista #983,766,2017-09-09,Romance,115.97,9,MG,12,Francês,5
984,A Hora da Estrela #984,595,2017-09-10,Suspense,108.95,1,RJ,0,Espanhol,0
985,O Pequeno Príncipe #985,153,2017-09-11,Infantil,105.47,1,ES,6,Espanhol,0
986,Capitães da Areia #986,293,2017-09-12,Realismo Mágico,112.86,8,MG,0,Português,2
987,1984 #987,1061,2017-09-13,Romance,120.28,2,RJ,5,Inglês,4
988,O Senhor dos Anéis #988,246,2017-09-14,Clássico,22.63,5,RJ,11,Português,3
989,Dom Casmurro #989,991,2017-09-15,Infantil,80.43,3,MG,5,Espanhol,5
990,Moby Dick #990,390,2017-09-16,Infantil,117.52,2,ES,8,Francês,7
991,Neuromancer #991,1142,2017-09-17,Infantil,129.04,7,RJ,3,Português,7
992,A Hora da Estrela #992,855,2017-09-18,Realismo Mágico,68.81,8,SP,4,Espanhol,4
993,A Revolução dos Bichos #993,669,2017-09-19,Terror,57.1,9,MG,3,Inglês,7
994,Dom Casmurro #994,167,2017-09-20,Romance,72.09,3,ES,6,Espanhol,5
995,Ensaio Sobre a Cegueira #995,274,2017-09-21,Realismo Mágico,42.47,5,RJ,11,Espanhol,6
996,Capitães da Areia #996,919,2017-09-22,Romance,100.74,4,SP,11,Espanhol,4
997,Moby Dick #997,1050,2017-09-23,Infantil,42.8,3,RJ,12,Espanhol,6
998,A Hora da Estrela #998,1068,2017-09-24,Suspense,77.66,2,RJ,3,Inglês,0
999,Cem Anos de Solidão #999,559,2017-09-25,Ficção Científica,89.28,3,MG,8,Espanhol,0
1000,Ensaio Sobre a Cegueira #1000,394,2017-09-26,Realismo Mágico,44.55,7,MG,5,Francês,5
1001,A Hora da Estrela #1001,968,2017-09-27,Ficção Científica,143.93,7,RJ,4,Francês,5
1002,Grande Sertão: Veredas #1002,170,2017-09-28,Romance,89.24,5,MG,11,Francês,6
1003,O Hobbit #1003,331,2017-09-29,Clássico,23.58,8,SP,3,Inglês,5
1004,O Senhor dos Anéis #1004,637,2017-09-30,Romance,91.13,6,MG,8,Francês,2
1005,Dom Casmurro #1005,719,2017-10-01,Realismo Mágico,130.17,9,MG,4,Português,8
1006,Capitães da Areia #1006,430,2017-10-02,Ficção,124.37,10,ES,0,Francês,7
1007,A Hora da Estrela #1007,338,2017-10-03,Distopia,79.28,6,ES,2,Inglês,7
1008,It - A Coisa #1008,461,2017-10-04,Ficção,104.97,8,ES,12,Português,8
1009,Dom Casmurro #1009,437,2017-10-05,Distopia,129.1,4,SP,8,Espanhol,5
1010,1984 #1010,187,2017-10-06,Romance,37.79,7,RJ,1,Espanhol,1
1011,A Revolução dos Bichos #1011,358,2017-10-07,Distopia,108.98,3,RJ,6,Português,5
1012,Neuromancer #1012,1104,2017-10-08,Realismo Mágico,74.29,2,RJ,1,Inglês,6
1013,Ensaio Sobre a Cegueira #1013,986,2017-10-09,Romance,145.81,10,MG,8,Espanhol,7
1014,Neuromancer #1014,1066,2017-10-10,Ficção Científica,104.65,7,RJ,12,Inglês,4
1015,Capitães da Areia #1015,691,2017-10-11,Clássico,54.45,4,MG,7,Inglês,0
1016,Cem Anos de Solidão #1016,393,2017-10-12,Clássico,99.21,7,SP,6,Português,8
1017,A Hora da Estrela #1017,146,2017-10-13,Suspense,97.87,8,SP,0,Espanhol,1
1018,It - A Coisa #1018,959,2017-10-14,Infantil,113.78,3,SP,10,Espanhol,2
1019,O Código Da Vinci #1019,786,2017-10-15,Ficção Científica,89.14,5,ES,6,Francês,1
1020,Orgulho e Preconceito #1020,262,2017-10-16,Clássico,78.77,1,MG,3,Português,8
1021,A Hora da Estrela #1021,1177,2017-10-17,Ficção,92.94,6,ES,0,Inglês,0
1022,Ensaio Sobre a Cegueira #1022,509,2017-10-18,Infantil,137.63,10,MG,10,Inglês,4
1023,Harry Potter #1023,904,2017-10-19,Ficção,77.47,5,RJ,0,Português,7
1024,Drácula #1024,290,2017-10-20,Fantasia,51.68,1,MG,3,Português,4
1025,O Senhor dos Anéis #1025,762,2017-10-21,Clássico,28.28,4,RJ,1,Espanhol,1
1026,Ensaio Sobre a Cegueira #1026,1192,2017-10-22,Realismo Mágico,148.11,4,MG,2,Português,4
1027,Capitães da Areia #1027,372,2017-10-23,Infantil,76.57,7,MG,12,Espanhol,4
1028,Memórias Póstumas #1028,318,2017-10-24,Realismo Mágico,93.31,2,RJ,11,Português,1
1029,A Hora da Estrela #1029,193,2017-10-25,Clássico,79.06,4,MG,10,Espanhol,0
1030,Neuromancer #1030,848,2017-10-26,Distopia,130.32,9,MG,8,Inglês,3
1031,A Hora da Estrela #1031,487,2017-10-27,Ficção,129.19,5,MG,2,Português,0
1032,O Pequeno Príncipe #1032,1120,2017-10-28,Clássico,58.38,3,ES,1,Espanhol,0
1033,Capitães da Areia #1033,1070,2017-10-29,Terror,140.03,2,MG,12,Português,4
1034,Capitães da Areia #1034,466,2017-10-30,Terror,149.18,8,ES,10,Inglês,4
1035,O Alquimista #1035,1003,2017-10-31,Ficção,29.16,4,SP,5,Espanhol,0
1036,O Pequeno Príncipe #1036,1162,2017-11-01,Clássico,130.94,9,SP,0,Inglês,0
1037,1984 #1037,1084,2017-11-02,Ficção,102.64,2,SP,1,Espanhol,3
1038,O Senhor dos Anéis #1038,1076,2017-11-03,Ficção Científica,118.48,7,RJ,4,Inglês,2
1039,O Código Da Vinci #1039,1152,2017-11-04,Realismo Mágico,20.74,8,ES,5,Espanhol,4
1040,O Código Da Vinci #1040,259,2017-11-05,Ficção Científica,97.37,10,MG,12,Francês,5
1041,O Senhor dos Anéis #1041,251,2017-11-06,Fantasia,98.96,10,MG,10,Francês,2
1042,It - A Coisa #1042,1003,2017-11-07,Ficção Científica,83.92,3,RJ,0,Português,4
1043,O Alquimista #1043,1189,2017-11-08,Infantil,64.86,8,SP,11,Espanhol,3
1044,Cem Anos de Solidão #1044,754,2017-11-09,Infantil,24.96,1,ES,12,Português,8
1045,It - A Coisa #1045,894,2017-11-10,Romance,67.29,5,ES,1,Português,3
1046,Cem Anos de Solidão #1046,747,2017-11-11,Ficção Científica,36.44,2,ES,11,Francês,6
1047,O Hobbit #1047,270,2017-11-12,Clássico,124.11,7,RJ,1,Inglês,6
1048,Dom Casmurro #1048,945,2017-11-13,Suspense,121.05,8,ES,2,Português,0
1049,Cem Anos de Solidão #1049,1074,2017-11-14,Ficção Científica,91.72,2,MG,8,Português,0
1050,O Pequeno Príncipe #1050,938,2017-11-15,Ficção,84.48,2,MG,11,Português,1
1051,Orgulho e Preconceito #1051,391,2017-11-16,Distopia,32.56,1,RJ,5,Inglês,0
1052,Memórias Póstumas #1052,106,2017-11-17,Terror,23.28,2,SP,10,Inglês,2
1053,Neuromancer #1053,1164,2017-11-18,Distopia,87.81,3,SP,0,Espanhol,0
1054,O Código Da Vinci #1054,1181,2017-11-19,Distopia,83.75,1,SP,9,Espanhol,0
1055,O Pequeno Príncipe #1055,266,2017-11-20,Suspense,98.41,4,MG,5,Português,1
1056,It - A Coisa #1056,789,2017-11-21,Ficção,79.66,3,MG,3,Francês,6
1057,Dom Casmurro #1057,1080,2017-11-22,Fantasia,79.2,9,RJ,3,Espanhol,2
1058,Orgulho e Preconceito #1058,355,2017-11-23,Ficção,42.02,6,MG,4,Francês,2
1059,O Código Da Vinci #1059,446,2017-11-24,Clássico,114.87,6,ES,6,Português,6
1060,Neuromancer #1060,205,2017-11-25,Distopia,102.58,10,ES,2,Espanhol,1
1061,Harry Potter #1061,748,2017-11-26,Realismo Mágico,118.11,3,RJ,1,Espanhol,5
1062,Dom Casmurro #1062,444,2017-11-27,Clássico,88.04,6,ES,2,Francês,2
1063,Cem Anos de Solidão #1063,931,2017-11-28,Realismo Mágico,101.86,1,SP,2,Francês,2
1064,1984 #1064,1194,2017-11-29,Realismo Mágico,57.7,6,ES,3,Espanhol,5
1065,O Senhor dos Anéis #1065,990,2017-11-30,Ficção,38.39,4,MG,11,Inglês,5
1066,Cem Anos de Solidão #1066,757,2017-12-01,Distopia,26.8,3,SP,6,Inglês,8
1067,O Senhor dos Anéis #1067,1017,2017-12-02,Clássico,57.94,1,SP,7,Francês,7
1068,O Pequeno Príncipe #1068,351,2017-12-03,Fantasia,91.29,9,ES,12,Português,6
1069,A Hora da Estrela #1069,393,2017-12-04,Romance,144.85,9,SP,7,Inglês,2
1070,Capitães da Areia #1070,486,2017-12-05,Romance,72.75,10,ES,1,Inglês,6
1071,Memórias Póstumas #1071,382,2017-12-06,Clássico,111.91,5,RJ,7,Espanhol,0
1072,Capitães da Areia #1072,521,2017-12-07,Realismo Mágico,84.69,10,SP,8,Francês,5
1073,Ensaio Sobre a Cegueira #1073,1128,2017-12-08,Romance,48.96,8,MG,5,Inglês,0
1074,1984 #1074,928,2017-12-09,Infantil,106.2,6,ES,1,Francês,6
1075,Dom Casmurro #1075,821,2017-12-10,Realismo Mágico,117.94,2,SP,2,Espanhol,4
1076,Dom Casmurro #1076,591,2017-12-11,Clássico,123.89,2,ES,9,Francês,3
1077,A Revolução dos Bichos #1077,1049,2017-12-12,Terror,58.56,2,MG,6,Português,1
1078,Dom Casmurro #1078,685,2017-12-13,Terror,74.19,1,ES,1,Inglês,6
1079,Grande Sertão: Veredas #1079,651,2017-12-14,Clássico,109.23,3,ES,2,Espanhol,7
1080,Drácula #1080,740,2017-12-15,Clássico,23.54,1,SP,9,Português,3
1081,Cem Anos de Solidão #1081,356,2017-12-16,Ficção Científica,121.08,2,MG,5,Espanhol,4
1082,O Alquimista #1082,422,2017-12-17,Ficção Científica,95.14,8,RJ,12,Espanhol,8
1083,Moby Dick #1083,660,2017-12-18,Terror,20.74,8,ES,9,Francês,1
1084,Grande Sertão: Veredas #1084,799,2017-12-19,Romance,71.68,5,MG,8,Francês,1
1085,Neuromancer #1085,282,2017-12-20,Distopia,128.5,5,MG,10,Espanhol,0
1086,Orgulho e Preconceito #1086,818,2017-12-21,Infantil,42.6,8,RJ,6,Espanhol,8
1087,O Alquimista #1087,738,2017-12-22,Fantasia,43.93,5,MG,6,Português,0
1088,O Senhor dos Anéis #1088,181,2017-12-23,Infantil,96.01,4,ES,11,Francês,1
1089,O Hobbit #1089,362,2017-12-24,Ficção Científica,76.92,9,MG,3,Francês,1
1090,A Revolução dos Bichos #1090,488,2017-12-25,Ficção Científica,146.53,1,ES,0,Português,0
1091,Harry Potter #1091,782,2017-12-26,Romance,92.84,3,RJ,3,Português,5
1092,Memórias Póstumas #1092,271,2017-12-27,Ficção Científica,56.51,4,SP,7,Francês,6
1093,O Senhor dos Anéis #1093,614,2017-12-28,Romance,145.21,7,RJ,10,Português,4
1094,1984 #1094,852,2017-12-29,Terror,135.28,7,MG,8,Português,2
1095,Neuromancer #1095,968,2017-12-30,Clássico,120.1,4,MG,11,Espanhol,0
1096,O Senhor dos Anéis #1096,585,2017-12-31,Realismo Mágico,122.34,10,MG,6,Português,4
1097,Grande Sertão: Veredas #1097,342,2018-01-01,Infantil,112.62,7,MG,0,Português,0
1098,O Código Da Vinci #1098,558,2018-01-02,Realismo Mágico,29.23,5,MG,3,Português,1
1099,Neuromancer #1099,390,2018-01-03,Romance,142.4,3,ES,6,Francês,1
1100,Harry Potter #1100,144,2018-01-04,Romance,67.54,6,SP,6,Francês,8
1101,O Código Da Vinci #1101,1158,2018-01-05,Ficção,44.32,10,ES,7,Português,2
1102,Ensaio Sobre a Cegueira #1102,1138,2018-01-06,Clássico,137.21,3,SP,0,Inglês,0
1103,Capitães da Areia #1103,120,2018-01-07,Infantil,109.67,6,RJ,10,Francês,7
1104,Cem Anos de Solidão #1104,614,2018-01-08,Ficção,136.95,5,RJ,3,Espanhol,3
1105,Moby Dick #1105,716,2018-01-09,Ficção Científica,34.25,9,MG,11,Espanhol,8
1106,O Alquimista #1106,194,2018-01-10,Clássico,126.5,7,MG,11,Inglês,7
1107,Moby Dick #1107,646,2018-01-11,Clássico,52.85,10,ES,12,Francês,6
1108,Drácula #1108,566,2018-01-12,Terror,30.9,10,RJ,5,Português,6
1109,Orgulho e Preconceito #1109,297,2018-01-13,Clássico,64.07,2,MG,0,Inglês,1
1110,Dom Casmurro #1110,1151,2018-01-14,Ficção,143.58,10,RJ,10,Inglês,4
1111,A Revolução dos Bichos #1111,497,2018-01-15,Suspense,140.5,7,ES,9,Francês,7
1112,O Senhor dos Anéis #1112,672,2018-01-16,Romance,96.38,7,SP,10,Francês,5
1113,Dom Casmurro #1113,377,2018-01-17,Clássico,126.95,2,MG,11,Inglês,3
1114,Ensaio Sobre a Cegueira #1114,1188,2018-01-18,Clássico,120.67,4,MG,7,Espanhol,1
1115,O Hobbit #1115,148,2018-01-19,Romance,71.46,1,ES,8,Inglês,1
1116,Capitães da Areia #1116,317,2018-01-20,Infantil,149.85,3,MG,3,Francês,1
1117,Neuromancer #1117,855,2018-01-21,Ficção,126.4,4,SP,1,Espanhol,2
1118,1984 #1118,345,2018-01-22,Suspense,149.13,1,SP,6,Português,1
1119,Drácula #1119,683,2018-01-23,Suspense,25.67,7,RJ,0,Português,1
1120,O Código Da Vinci #1120,173,2018-01-24,Ficção Científica,111.59,5,RJ,6,Espanhol,2
1121,Memórias Póstumas #1121,622,2018-01-25,Suspense,126.79,4,MG,3,Espanhol,2
1122,Moby Dick #1122,754,2018-01-26,Ficção Científica,121.58,8,MG,7,Português,8
1123,Memórias Póstumas #1123,1162,2018-01-27,Clássico,98.93,3,SP,0,Francês,0
1124,Grande Sertão: Veredas #1124,762,2018-01-28,Fantasia,39.78,3,MG,7,Português,6
1125,Neuromancer #1125,792,2018-01-29,Distopia,125.16,9,ES,6,Português,2
1126,A Revolução dos Bichos #1126,502,2018-01-30,Infantil,51.47,9,MG,10,Espanhol,4
1127,Orgulho e Preconceito #1127,270,2018-01-31,Ficção Científica,38.63,4,MG,10,Inglês,0
1128,A Revolução dos Bichos #1128,134,2018-02-01,Suspense,78.28,8,RJ,9,Inglês,3
1129,O Código Da Vinci #1129,361,2018-02-02,Romance,84.01,1,MG,4,Inglês,4
1130,Neuromancer #1130,875,2018-02-03,Fantasia,81.14,10,RJ,8,Inglês,5
1131,Neuromancer #1131,180,2018-02-04,Ficção Científica,101.14,9,ES,11,Português,2
1132,Harry Potter #1132,159,2018-02-05,Ficção,109.83,9,SP,10,Inglês,5
1133,Cem Anos de Solidão #1133,613,2018-02-06,Suspense,56.59,10,RJ,6,Português,3
1134,O Código Da Vinci #1134,166,2018-02-07,Terror,83.7,10,ES,12,Espanhol,1
1135,Capitães da Areia #1135,615,2018-02-08,Terror,148.81,8,RJ,3,Português,1
1136,Ensaio Sobre a Cegueira #1136,689,2018-02-09,Fantasia,135.06,9,ES,8,Inglês,4
1137,Dom Casmurro #1137,822,2018-02-10,Infantil,112.2,6,MG,2,Inglês,0
1138,Moby Dick #1138,1126,2018-02-11,Clássico,124.34,6,RJ,3,Inglês,6
1139,Neuromancer #1139,231,2018-02-12,Fantasia,57.97,9,SP,2,Português,4
1140,A Revolução dos Bichos #1140,338,2018-02-13,Infantil,53.01,9,ES,6,Francês,6
1141,A Revolução dos Bichos #1141,689,2018-02-14,Terror,62.49,7,RJ,2,Francês,6
1142,Moby Dick #1142,404,2018-02-15,Fantasia,141.53,2,SP,11,Francês,4
1143,Grande Sertão: Veredas #1143,790,2018-02-16,Romance,92.51,1,ES,12,Português,0
1144,O Hobbit #1144,797,2018-02-17,Infantil,143.89,7,ES,3,Português,3
1145,O Pequeno Príncipe #1145,999,2018-02-18,Fantasia,138.15,5,MG,10,Francês,4
1146,Dom Casmurro #1146,468,2018-02-19,Romance,132.92,2,ES,11,Francês,8
1147,Cem Anos de Solidão #1147,433,2018-02-20,Realismo Mágico,64.68,2,ES,4,Inglês,5
1148,O Senhor dos Anéis #1148,1019,2018-02-21,Distopia,65.64,6,SP,5,Inglês,2
1149,O Hobbit #1149,876,2018-02-22,Romance,126.67,3,ES,5,Francês,0
1150,Neuromancer #1150,254,2018-02-23,Ficção Científica,118.78,3,ES,1,Espanhol,0
1151,O Senhor dos Anéis #1151,135,2018-02-24,Terror,125.55,8,MG,12,Inglês,0
1152,Memórias Póstumas #1152,565,2018-02-25,Fantasia,136.73,1,ES,1,Inglês,0
1153,It - A Coisa #1153,478,2018-02-26,Infantil,130.81,5,SP,4,Inglês,5
1154,Neuromancer #1154,871,2018-02-27,Realismo Mágico,64.8,9,SP,2,Inglês,3
1155,A Revolução dos Bichos #1155,107,2018-02-28,Romance,97.47,3,MG,11,Inglês,6
1156,Capitães da Areia #1156,172,2018-03-01,Romance,77.92,8,RJ,4,Espanhol,3
1157,A Hora da Estrela #1157,1185,2018-03-02,Distopia,148.04,6,ES,6,Inglês,3
1158,O Hobbit #1158,1043,2018-03-03,Terror,49.86,6,SP,7,Francês,6
1159,Harry Potter #1159,395,2018-03-04,Romance,137.12,2,ES,9,Francês,3
1160,O Pequeno Príncipe #1160,832,2018-03-05,Distopia,31.52,8,MG,10,Francês,0
1161,Grande Sertão: Veredas #1161,698,2018-03-06,Terror,70.58,2,RJ,6,Francês,4
1162,O Alquimista #1162,1195,2018-03-07,Suspense,63.32,7,MG,2,Português,0
1163,O Código Da Vinci #1163,186,2018-03-08,Clássico,76.86,2,ES,12,Francês,8
1164,Harry Potter #1164,966,2018-03-09,Fantasia,138.67,2,MG,3,Espanhol,8
1165,O Código Da Vinci #1165,229,2018-03-10,Infantil,138.0,3,SP,9,Inglês,3
1166,Memórias Póstumas #1166,1017,2018-03-11,Clássico,123.22,9,SP,10,Francês,8
1167,Memórias Póstumas #1167,1187,2018-03-12,Infantil,48.01,3,RJ,8,Francês,7
1168,Moby Dick #1168,1164,2018-03-13,Terror,91.91,5,SP,0,Português,0
1169,Memórias Póstumas #1169,387,2018-03-14,Clássico,59.09,7,MG,4,Espanhol,5
1170,Harry Potter #1170,1056,2018-03-15,Fantasia,109.91,7,RJ,9,Francês,6
1171,O Pequeno Príncipe #1171,800,2018-03-16,Realismo Mágico,72.22,9,ES,12,Inglês,1
1172,Drácula #1172,307,2018-03-17,Fantasia,103.55,7,MG,12,Francês,7
1173,Orgulho e Preconceito #1173,963,2018-03-18,Romance,46.21,4,ES,1,Espanhol,8
1174,Cem Anos de Solidão #1174,162,2018-03-19,Distopia,132.31,10,ES,1,Português,4
1175,O Senhor dos Anéis #1175,667,2018-03-20,Fantasia,135.63,2,MG,0,Espanhol,7
1176,Drácula #1176,825,2018-03-21,Suspense,40.36,10,SP,10,Inglês,3
1177,Grande Sertão: Veredas #1177,498,2018-03-22,Distopia,81.41,3,ES,3,Espanhol,4
1178,O Hobbit #1178,284,2018-03-23,Ficção,136.43,9,ES,10,Português,6
1179,O Código Da Vinci #1179,251,2018-03-24,Ficção Científica,22.39,2,RJ,11,Português,2
1180,O Senhor dos Anéis #1180,1194,2018-03-25,Distopia,128.04,3,MG,1,Inglês,1
1181,Dom Casmurro #1181,332,2018-03-26,Clássico,104.74,2,MG,5,Inglês,0
1182,O Pequeno Príncipe #1182,723,2018-03-27,Terror,45.81,7,MG,3,Francês,2
1183,Neuromancer #1183,1094,2018-03-28,Realismo Mágico,30.4,4,RJ,10,Inglês,1
1184,Capitães da Areia #1184,116,2018-03-29,Clássico,115.98,10,ES,9,Inglês,3
1185,Neuromancer #1185,175,2018-03-30,Terror,64.85,9,MG,9,Português,8
1186,Moby Dick #1186,82,2018-03-31,Fantasia,57.4,6,ES,4,Espanhol,7
1187,Capitães da Areia #1187,799,2018-04-01,Suspense,141.92,2,RJ,12,Português,7
1188,Memórias Póstumas #1188,365,2018-04-02,Infantil,120.81,4,RJ,9,Francês,1
1189,It - A Coisa #1189,1180,2018-04-03,Distopia,49.1,4,RJ,10,Português,3
1190,O Senhor dos Anéis #1190,829,2018-04-04,Realismo Mágico,93.6,7,ES,4,Inglês,6
1191,1984 #1191,336,2018-04-05,Infantil,79.58,7,ES,10,Inglês,3
